Date,Datetime,Hour,Time_of_day,Day_of_week,Month,Month_year,Year,Payment_type,Card,Coffee_name,Money
7/31/2024,7/31/2024 9:54,9,morning,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0388,Americano,23.02
7/31/2024,7/31/2024 9:55,9,morning,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0388,Americano,23.02
7/31/2024,7/31/2024 9:58,9,morning,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0276,Americano with Milk,27.92
7/31/2024,7/31/2024 13:11,13,at noon,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0384,Cocoa,32.82
7/31/2024,7/31/2024 13:14,13,at noon,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0384,Latte,32.82
7/31/2024,7/31/2024 13:24,13,at noon,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0438,Americano with Milk,27.92
7/31/2024,7/31/2024 17:48,17,at noon,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0439,Cortado,23.02
7/31/2024,7/31/2024 18:04,18,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0440,Latte,32.82
7/31/2024,7/31/2024 19:22,19,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0441,Cortado,23.02
7/31/2024,7/31/2024 19:28,19,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0009,Latte,32.82
7/31/2024,7/31/2024 20:46,20,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0442,Cocoa,32.82
7/31/2024,7/31/2024 20:50,20,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0443,Cortado,23.02
7/31/2024,7/31/2024 20:51,20,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0443,Latte,32.82
7/31/2024,7/31/2024 20:52,20,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0153,Cappuccino,32.82
7/31/2024,7/31/2024 20:53,20,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0443,Cortado,23.02
7/31/2024,7/31/2024 20:59,20,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
7/31/2024,7/31/2024 21:26,21,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0444,Latte,32.82
7/31/2024,7/31/2024 21:54,21,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0445,Latte,32.82
7/31/2024,7/31/2024 21:55,21,evening,Wednesday,July,2024-07,2024,card,ANON-0000-0000-0446,Latte,32.82
8/1/2024,8/1/2024 7:31,7,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0423,Americano with Milk,27.92
8/1/2024,8/1/2024 9:25,9,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0276,Americano with Milk,27.92
8/1/2024,8/1/2024 11:04,11,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/1/2024,8/1/2024 11:22,11,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0447,Americano with Milk,27.92
8/1/2024,8/1/2024 13:22,13,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0448,Cortado,23.02
8/1/2024,8/1/2024 13:23,13,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0448,Cappuccino,32.82
8/1/2024,8/1/2024 13:49,13,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0449,Cappuccino,32.82
8/1/2024,8/1/2024 15:43,15,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0423,Americano with Milk,27.92
8/1/2024,8/1/2024 16:24,16,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0450,Americano with Milk,27.92
8/1/2024,8/1/2024 16:26,16,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0450,Americano,23.02
8/1/2024,8/1/2024 17:23,17,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0451,Americano,23.02
8/1/2024,8/1/2024 20:41,20,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0452,Cappuccino,32.82
8/2/2024,8/2/2024 9:01,9,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0453,Americano with Milk,27.92
8/2/2024,8/2/2024 9:35,9,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/2/2024,8/2/2024 11:09,11,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/2/2024,8/2/2024 18:08,18,evening,Friday,August,2024-08,2024,card,ANON-0000-0000-0454,Americano with Milk,27.92
8/2/2024,8/2/2024 21:23,21,evening,Friday,August,2024-08,2024,card,ANON-0000-0000-0009,Latte,32.82
8/3/2024,8/3/2024 8:53,8,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/3/2024,8/3/2024 9:37,9,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0401,Americano with Milk,27.92
8/3/2024,8/3/2024 9:38,9,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0401,Americano with Milk,27.92
8/3/2024,8/3/2024 10:12,10,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0304,Americano with Milk,27.92
8/3/2024,8/3/2024 11:20,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0455,Cortado,23.02
8/3/2024,8/3/2024 11:21,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0455,Cortado,23.02
8/3/2024,8/3/2024 11:56,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0040,Espresso,18.12
8/3/2024,8/3/2024 11:57,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
8/3/2024,8/3/2024 12:03,12,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
8/3/2024,8/3/2024 16:54,16,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0322,Americano with Milk,27.92
8/3/2024,8/3/2024 18:38,18,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0456,Cappuccino,32.82
8/3/2024,8/3/2024 21:30,21,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0457,Latte,32.82
8/3/2024,8/3/2024 21:33,21,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0457,Latte,32.82
8/4/2024,8/4/2024 8:18,8,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0458,Cappuccino,32.82
8/4/2024,8/4/2024 10:37,10,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
8/4/2024,8/4/2024 11:50,11,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0258,Cappuccino,32.82
8/4/2024,8/4/2024 11:52,11,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0258,Americano with Milk,27.92
8/4/2024,8/4/2024 15:33,15,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0268,Cappuccino,32.82
8/4/2024,8/4/2024 15:35,15,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0268,Cappuccino,32.82
8/5/2024,8/5/2024 8:50,8,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0459,Cortado,23.02
8/5/2024,8/5/2024 9:19,9,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/5/2024,8/5/2024 11:20,11,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0375,Cortado,23.02
8/5/2024,8/5/2024 13:45,13,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0460,Cappuccino,32.82
8/5/2024,8/5/2024 16:05,16,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0461,Latte,32.82
8/5/2024,8/5/2024 16:07,16,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0461,Latte,32.82
8/5/2024,8/5/2024 17:44,17,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0462,Latte,32.82
8/5/2024,8/5/2024 17:45,17,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0462,Americano with Milk,27.92
8/5/2024,8/5/2024 19:20,19,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0019,Latte,32.82
8/5/2024,8/5/2024 19:34,19,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0009,Latte,32.82
8/5/2024,8/5/2024 20:49,20,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0463,Cocoa,32.82
8/5/2024,8/5/2024 20:50,20,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0463,Cocoa,32.82
8/5/2024,8/5/2024 22:43,22,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0464,Americano with Milk,27.92
8/6/2024,8/6/2024 10:21,10,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0375,Cortado,23.02
8/6/2024,8/6/2024 10:32,10,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0465,Hot Chocolate,32.82
8/6/2024,8/6/2024 17:40,17,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0466,Cappuccino,32.82
8/6/2024,8/6/2024 17:42,17,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0466,Latte,32.82
8/6/2024,8/6/2024 17:44,17,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0466,Cocoa,32.82
8/6/2024,8/6/2024 19:04,19,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0019,Latte,32.82
8/6/2024,8/6/2024 19:05,19,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0467,Americano with Milk,27.92
8/6/2024,8/6/2024 20:04,20,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0468,Latte,32.82
8/7/2024,8/7/2024 8:55,8,morning,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0453,Americano with Milk,27.92
8/7/2024,8/7/2024 12:12,12,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0003,Americano,23.02
8/7/2024,8/7/2024 12:13,12,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0003,Americano,23.02
8/7/2024,8/7/2024 13:11,13,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0469,Espresso,18.12
8/7/2024,8/7/2024 16:19,16,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0470,Americano,23.02
8/7/2024,8/7/2024 19:36,19,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0009,Latte,32.82
8/7/2024,8/7/2024 20:40,20,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0442,Cocoa,32.82
8/7/2024,8/7/2024 21:18,21,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0328,Cappuccino,32.82
8/7/2024,8/7/2024 22:28,22,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0471,Latte,32.82
8/7/2024,8/7/2024 22:32,22,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0472,Latte,32.82
8/8/2024,8/8/2024 8:46,8,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0141,Espresso,18.12
8/8/2024,8/8/2024 8:47,8,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/8/2024,8/8/2024 12:27,12,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0420,Americano with Milk,27.92
8/8/2024,8/8/2024 12:43,12,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/8/2024,8/8/2024 12:44,12,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/8/2024,8/8/2024 16:57,16,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0473,Cappuccino,32.82
8/8/2024,8/8/2024 17:17,17,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0474,Cappuccino,32.82
8/8/2024,8/8/2024 21:25,21,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0311,Americano with Milk,27.92
8/9/2024,8/9/2024 7:35,7,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0475,Latte,32.82
8/9/2024,8/9/2024 9:53,9,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0476,Americano,23.02
8/9/2024,8/9/2024 10:13,10,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/9/2024,8/9/2024 10:26,10,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0311,Americano with Milk,27.92
8/9/2024,8/9/2024 11:28,11,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0475,Latte,32.82
8/9/2024,8/9/2024 11:29,11,morning,Friday,August,2024-08,2024,card,ANON-0000-0000-0477,Americano,23.02
8/9/2024,8/9/2024 18:56,18,evening,Friday,August,2024-08,2024,card,ANON-0000-0000-0478,Americano,23.02
8/9/2024,8/9/2024 19:03,19,evening,Friday,August,2024-08,2024,card,ANON-0000-0000-0479,Hot Chocolate,32.82
8/10/2024,8/10/2024 8:36,8,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0480,Cappuccino,32.82
8/10/2024,8/10/2024 8:37,8,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0480,Americano with Milk,27.92
8/10/2024,8/10/2024 8:45,8,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/10/2024,8/10/2024 11:52,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0012,Cortado,23.02
8/10/2024,8/10/2024 11:54,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0012,Americano,23.02
8/10/2024,8/10/2024 12:15,12,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0481,Latte,32.82
8/10/2024,8/10/2024 12:33,12,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0463,Americano with Milk,27.92
8/10/2024,8/10/2024 16:06,16,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0009,Latte,32.82
8/10/2024,8/10/2024 21:16,21,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0482,Cocoa,32.82
8/10/2024,8/10/2024 21:17,21,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0482,Cocoa,32.82
8/10/2024,8/10/2024 21:37,21,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0442,Cocoa,32.82
8/11/2024,8/11/2024 9:52,9,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0440,Latte,32.82
8/11/2024,8/11/2024 9:53,9,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0440,Latte,32.82
8/11/2024,8/11/2024 10:17,10,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0347,Americano with Milk,27.92
8/11/2024,8/11/2024 11:56,11,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0480,Cappuccino,32.82
8/11/2024,8/11/2024 11:57,11,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0480,Americano with Milk,27.92
8/11/2024,8/11/2024 12:20,12,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/11/2024,8/11/2024 15:53,15,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0483,Latte,32.82
8/11/2024,8/11/2024 15:55,15,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0484,Americano with Milk,27.92
8/11/2024,8/11/2024 15:56,15,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0484,Cocoa,32.82
8/11/2024,8/11/2024 16:27,16,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0414,Cappuccino,32.82
8/11/2024,8/11/2024 16:28,16,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0485,Espresso,18.12
8/11/2024,8/11/2024 21:30,21,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0486,Cortado,23.02
8/11/2024,8/11/2024 21:41,21,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0475,Latte,32.82
8/11/2024,8/11/2024 21:43,21,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0487,Latte,32.82
8/11/2024,8/11/2024 22:39,22,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0488,Cappuccino,32.82
8/12/2024,8/12/2024 8:26,8,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0367,Hot Chocolate,32.82
8/12/2024,8/12/2024 11:15,11,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0489,Americano with Milk,27.92
8/12/2024,8/12/2024 11:19,11,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0490,Americano,23.02
8/12/2024,8/12/2024 11:20,11,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0490,Latte,32.82
8/12/2024,8/12/2024 11:44,11,morning,Monday,August,2024-08,2024,card,ANON-0000-0000-0491,Latte,32.82
8/12/2024,8/12/2024 14:04,14,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0492,Espresso,18.12
8/12/2024,8/12/2024 14:05,14,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0492,Americano with Milk,27.92
8/12/2024,8/12/2024 15:33,15,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0493,Americano with Milk,27.92
8/12/2024,8/12/2024 18:05,18,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/12/2024,8/12/2024 21:25,21,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/12/2024,8/12/2024 21:37,21,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0494,Latte,32.82
8/12/2024,8/12/2024 22:58,22,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0134,Cappuccino,32.82
8/12/2024,8/12/2024 22:59,22,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0134,Cappuccino,32.82
8/13/2024,8/13/2024 8:44,8,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0495,Americano with Milk,27.92
8/13/2024,8/13/2024 9:14,9,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/13/2024,8/13/2024 9:45,9,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0385,Americano with Milk,27.92
8/13/2024,8/13/2024 10:42,10,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/13/2024,8/13/2024 11:59,11,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0496,Latte,32.82
8/13/2024,8/13/2024 13:01,13,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0497,Americano with Milk,27.92
8/13/2024,8/13/2024 14:45,14,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0494,Latte,32.82
8/13/2024,8/13/2024 15:47,15,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0498,Cappuccino,32.82
8/13/2024,8/13/2024 15:55,15,at noon,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/13/2024,8/13/2024 20:29,20,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0499,Latte,32.82
8/13/2024,8/13/2024 20:30,20,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0499,Cocoa,32.82
8/13/2024,8/13/2024 20:44,20,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0500,Cappuccino,32.82
8/13/2024,8/13/2024 21:00,21,evening,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0501,Cortado,23.02
8/14/2024,8/14/2024 7:35,7,morning,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0475,Latte,32.82
8/14/2024,8/14/2024 7:36,7,morning,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0472,Cappuccino,32.82
8/14/2024,8/14/2024 10:09,10,morning,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/14/2024,8/14/2024 11:39,11,morning,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0095,Espresso,18.12
8/14/2024,8/14/2024 12:49,12,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0502,Americano,23.02
8/14/2024,8/14/2024 12:51,12,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0450,Americano,23.02
8/14/2024,8/14/2024 15:21,15,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0503,Latte,32.82
8/14/2024,8/14/2024 17:24,17,at noon,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0504,Americano,23.02
8/14/2024,8/14/2024 18:10,18,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0505,Cortado,23.02
8/14/2024,8/14/2024 18:59,18,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0506,Americano with Milk,27.92
8/14/2024,8/14/2024 19:34,19,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0012,Latte,32.82
8/14/2024,8/14/2024 19:35,19,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0012,Cortado,23.02
8/14/2024,8/14/2024 21:41,21,evening,Wednesday,August,2024-08,2024,card,ANON-0000-0000-0507,Latte,32.82
8/15/2024,8/15/2024 9:36,9,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/15/2024,8/15/2024 9:37,9,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0508,Cappuccino,32.82
8/15/2024,8/15/2024 9:38,9,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0509,Hot Chocolate,32.82
8/15/2024,8/15/2024 9:38,9,morning,Thursday,August,2024-08,2024,card,ANON-0000-0000-0509,Latte,32.82
8/15/2024,8/15/2024 12:38,12,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0232,Latte,32.82
8/15/2024,8/15/2024 13:48,13,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0510,Latte,32.82
8/15/2024,8/15/2024 14:17,14,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0012,Americano,23.02
8/15/2024,8/15/2024 14:18,14,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0012,Espresso,18.12
8/15/2024,8/15/2024 17:53,17,at noon,Thursday,August,2024-08,2024,card,ANON-0000-0000-0511,Americano with Milk,27.92
8/15/2024,8/15/2024 19:10,19,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0512,Hot Chocolate,32.82
8/15/2024,8/15/2024 19:11,19,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0512,Americano with Milk,27.92
8/15/2024,8/15/2024 19:41,19,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0513,Americano with Milk,27.92
8/15/2024,8/15/2024 19:42,19,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0513,Americano,23.02
8/15/2024,8/15/2024 20:40,20,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0514,Cappuccino,32.82
8/15/2024,8/15/2024 21:35,21,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0040,Espresso,18.12
8/15/2024,8/15/2024 21:36,21,evening,Thursday,August,2024-08,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
8/16/2024,8/16/2024 12:29,12,at noon,Friday,August,2024-08,2024,card,ANON-0000-0000-0513,Latte,32.82
8/16/2024,8/16/2024 12:54,12,at noon,Friday,August,2024-08,2024,card,ANON-0000-0000-0515,Americano,23.02
8/16/2024,8/16/2024 13:36,13,at noon,Friday,August,2024-08,2024,card,ANON-0000-0000-0429,Americano with Milk,27.92
8/16/2024,8/16/2024 15:18,15,at noon,Friday,August,2024-08,2024,card,ANON-0000-0000-0012,Espresso,18.12
8/16/2024,8/16/2024 15:19,15,at noon,Friday,August,2024-08,2024,card,ANON-0000-0000-0012,Espresso,18.12
8/17/2024,8/17/2024 9:16,9,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/17/2024,8/17/2024 9:18,9,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0516,Cappuccino,32.82
8/17/2024,8/17/2024 10:53,10,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0517,Americano with Milk,27.92
8/17/2024,8/17/2024 11:58,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/17/2024,8/17/2024 11:59,11,morning,Saturday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/17/2024,8/17/2024 13:18,13,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0518,Americano with Milk,27.92
8/17/2024,8/17/2024 16:31,16,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0277,Cortado,23.02
8/17/2024,8/17/2024 16:33,16,at noon,Saturday,August,2024-08,2024,card,ANON-0000-0000-0192,Latte,32.82
8/17/2024,8/17/2024 18:48,18,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0456,Cappuccino,32.82
8/17/2024,8/17/2024 21:18,21,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
8/17/2024,8/17/2024 22:42,22,evening,Saturday,August,2024-08,2024,card,ANON-0000-0000-0519,Latte,32.82
8/18/2024,8/18/2024 8:09,8,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0520,Cappuccino,32.82
8/18/2024,8/18/2024 8:32,8,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0521,Cappuccino,32.82
8/18/2024,8/18/2024 8:41,8,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/18/2024,8/18/2024 8:56,8,morning,Sunday,August,2024-08,2024,card,ANON-0000-0000-0522,Americano with Milk,27.92
8/18/2024,8/18/2024 12:31,12,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0463,Cappuccino,32.82
8/18/2024,8/18/2024 14:30,14,at noon,Sunday,August,2024-08,2024,card,ANON-0000-0000-0040,Americano with Milk,27.92
8/18/2024,8/18/2024 18:24,18,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0523,Americano with Milk,27.92
8/18/2024,8/18/2024 18:26,18,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0523,Americano with Milk,27.92
8/18/2024,8/18/2024 18:27,18,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0523,Americano,23.02
8/18/2024,8/18/2024 18:28,18,evening,Sunday,August,2024-08,2024,card,ANON-0000-0000-0523,Americano,23.02
8/19/2024,8/19/2024 15:09,15,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0524,Americano with Milk,27.92
8/19/2024,8/19/2024 15:10,15,at noon,Monday,August,2024-08,2024,card,ANON-0000-0000-0524,Americano with Milk,27.92
8/19/2024,8/19/2024 21:21,21,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0507,Latte,32.82
8/19/2024,8/19/2024 21:31,21,evening,Monday,August,2024-08,2024,card,ANON-0000-0000-0491,Cocoa,32.82
8/20/2024,8/20/2024 8:27,8,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0141,Cortado,23.02
8/20/2024,8/20/2024 8:29,8,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0525,Latte,32.82
8/20/2024,8/20/2024 8:49,8,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0526,Espresso,18.12
8/20/2024,8/20/2024 8:50,8,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0526,Cortado,23.02
8/20/2024,8/20/2024 9:14,9,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0097,Americano with Milk,27.92
8/20/2024,8/20/2024 11:09,11,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0527,Americano,23.02
8/20/2024,8/20/2024 11:11,11,morning,Tuesday,August,2024-08,2024,card,ANON-0000-0000-0528,Americano,23.02
